testcase_id,testcase_title,testcase_description,test_steps,expected_results,preconditions
236303,[E2E DM] UPS - Investigate UPS structures for FUSO,Check if the FUSO UPS is migrated correctly to Platon,Structure for FUSO: Test Procedure [ Smaragd ] 2.1 Open the item and check for UPS structure Test Procedure [ PLATON ] 3.1 Make sure the revision rule is set to 'Latest Working' 3.2 Advanced Search 3.3 Paste the 'Part Number' detail in Item ID > Search 3.4 Check and validate the UPS Pass / Fail Criteria Valid UPS structure expected.,,
236304,[E2E DM] UPS - Investigate UPS structures for DTNA,Check if the DTNA UPS is migrated correctly to Platon,Structure for DTNA: Test Procedure [ Smaragd ] 2.1 Open the item and check for UPS structure Test Procedure [ PLATON ] 3.1 Make sure the revision rule is set to 'Latest Working' 3.2 Advanced Search 3.3 Paste the 'Part Number' detail in Item ID > Search 3.4 Check and validate the UPS Pass / Fail Criteria Valid UPS structure expected.,,
236307,[E2E DM] UPS - Investigate UPS structures for CTT,Check if the CTT UPS is migrated correctly to Platon,Structure for CTT: Test Procedure [ Smaragd ] 2.1 Open the item and check for UPS structure Test Procedure [ PLATON ] 3.1 Make sure the revision rule is set to 'Latest Working' 3.2 Advanced Search 3.3 Paste the 'Part Number' detail in Item ID > Search 3.4 Check and validate the UPS Pass / Fail Criteria Valid UPS structure expected.,,
236308,[E2E DM] UPS - Investigate UPS structures for MBS,Check if the MBS UPS is migrated correctly to Platon,Structure for MBS: Test Procedure [ Smaragd ] 2.1 Open the item and check for UPS structure Test Procedure [ PLATON ] 3.1 Make sure the revision rule is set to 'Latest Working' 3.2 Advanced Search 3.3 Paste the 'Part Number' detail in Item ID > Search 3.4 Check and validate the UPS Pass / Fail Criteria Valid UPS structure expected.,,
236311,[E2E DM] UPS - Investigate UPS structures for BUS,Check if the BUS UPS is migrated correctly to Platon,Structure for BUS: Test Procedure [ Smaragd ] 2.1 Open the item and check for UPS structure Test Procedure [ PLATON ] 3.1 Make sure the revision rule is set to 'Latest Working' 3.2 Advanced Search 3.3 Paste the 'Part Number' detail in Item ID > Search 3.4 Check and validate the UPS Pass / Fail Criteria Valid UPS structure expected.,,
236314,"NX-LPS-003-Part: SinglePart, StandardPart and FlexiblePart: Attributes and Part Navigator Items","The objective of the test is to validate whether the attributes of the migrated SinglePart, StandardPart, and FlexiblePart have been correctly migrated.","Test Data # Any same 'Class' type available in both Smaragd and AWC can be used as Test Data # Tester must have Vault/Project access for Test data mentioned. # Eg Data - [A4633310008 - Latest Revision (SinglePart), N000000006661 - Latest Revision (StandardPart) , A6444660081 - Latest Revision (FlexiblePart)] Note : Same steps for Single Part , Standard Part and Flexible Part Except 3.1 Steps: SMARAGD: 3.1 Select class as Part/Assembly in query criteria. 3.2 Enter test data as Partnumber and click on Start Query 3.3 Drag and drop the result in My Queries to the Assembly Structure window 3.4 Click the check box on the left side of the part in Assembly Structure window (This must be the only part with check , uncheck other parts if any) 3.5 Check if the 3D Data is visible in 3D viewer window 3.6 In Browser window , right click on the part , click info -> object info 3.7 Click on Send to NX button and Open in NX 3.2. If part exist , it will appear in My Queries tab 3.4 All the child parts if exist will get expanded , in this case as it is single part , it must not have any child 3.5 Data should be visible in 3D Viewer 3.6 A new window with all the Part Info will pop/open up 3.7 Part should open in NX with no Errors Steps: PLATON: -pre req - set the Session Settings i.e. Project , Group and role as per the data load (e.g : Project - No Project , Group - TT , Role - PDM Author ) 4.1 Search for Partnumber in search bar and click search icon 4.2 Open Overview tab and check each item with Part Info obtained by step 3.6 4.3 If Derived JT is available , Check if the 3D Data is visible in Preview Window. 4.4 Open Attachments tab and Check for UGMASTER file under Files drop down 4.5 Click on the Information button in the top right 4.6 Search for the ID of this part in information tab. 4.7 Open the part in Platon NX using the ID. 4.1 If part exist it will open 4.2 The values of all item should be same 4.3 The model in step 3.5 should be same as model in 4.3 4.4 The UGMaster dataset must be available(If not available check the TC Session Setting) 4.5 Information window opens Steps: NX : 5.1 In assembly Navigator , right click on the top node and click on properties 5.2 Select Attributes Tab and click on All Attributes radio button 5.3 Compare the attributes of both Platon and smaragd Part 5.4 In Part Navigator open ""Reference Sets"" group and check in both Smaragd and Platon NX 5.5 In Part Navigator open each available node(""Groups "",""Product Interface""_External_Reference"" , ""Links"".....) expand and compare 5.1 Properties window will open up 5.2 All attributes will appear in the table below 5.3 All the attributes must be same in Smaragd and Platon NX 5.4 All Ref sets must be available 5.5 All the Part Navigator Items must be same",,
236317,NX-LPS-004-Assembly : Check Structure and Material & Weight and other attributes Data,The objective of the test is to validate whether the transformations of the Assembly have been correctly migrated.,"Test Data # Any data of class Arrangement or Part/Assembly available in both Smaragd and AWC can be used as Test Data # Tester must have Vault/Project access for Test data mentioned. # Eg Data - [ARR_EPF1094_T150_R301] Test Procedure [ Smaragd ] 2.2. 2.1 Select class as Part/Assembly in query criteria. 2.2 Enter test data as Partnumber and click on Start Query 2.3 Drag and drop the result in My Queries to the Assembly Structure window 2.4 Click the check box on the left side of the part in Assembly Structure window (This must be the only part with check , uncheck other parts if any) 2.5 Check if the 3D Data is visible in 3D viewer window 2.6 In Browser window , right click on the part , click info -> object info 2.7 In Browser window , right click on the top node part , click info -> master data sheet 2.8 In Browser window , right click on the top node part , click info -> ds/dz features 2.9 In Browser window , right click on the top node part , click info -> physical properties 2. C 2.10 Click on Send to NX button and Open in NX 2.2. If part exist , it will appear in My Queries tab 2.4 All the child parts will get expanded 2.5 Data should be visible in 3D Viewer 2.6 A new window with all the Part Info will pop/open up 2.7 A new window with the Master Data will appear with weight and Material Data at the bottom 2.8 A new tab with the ds/dz features will open 2.9 A new window with the physical properties will open 2.10 Part should open in NX with no Errors Test Procedure [ Platon ] -pre req - set the Session Settings i.e. Project , Group and role as per the data load (e.g : Project - No Project , Group - TT , Role - PDM Author ) 3.1 Search for Partnumber in search bar and click search icon 3.2 Check if the 3D Data is visible in Preview Window. 3.3 Open Overview tab and check each item in General properties with Part Info obtained by step 2.6 3.4 In overview tab , check each item in the physical properties with data obtained at step 2.7 3.5 In overview tab , check the number of ds dz form in the safety and security tab and in attachments tab scroll to the compliance forms tab and check the data from 2.8 3.6 In overview tab , check the physical properties tab data with data from 2.9 3.7 Open Attachments tab and Check for UGMASTER file under Files drop down 3.8 Click on the Information button in the top right 3.9 Search for the ID of this part in information tab. 3.10 Open the part in Platon NX using the ID. 3.1 If part exist it will open 3.2 The model in step 3.2 should be same as model in 2.5 3.3 Data should be same 3.4 Data should be same 3.5 Data should be same 3.6 Data should be same 3.7 The UGMaster dataset must be available(If not available check the TC Session Setting) 3.8 Information window opens 3.10 Part opens in NX with no errors Test Procedure [NX] 4.1 Compare the structure of both assembles from step 2.10 and 3.10 4.2 In Smaragd NX, right click on the first child node and click on properties 4.3 Click on the Attributes tab in the properties window, and expand the DAI_MAsterData and Materials tab 4.4 In Platon NX , make the first child node as work part 4.5 In Ribbon bar , Go To Daimler Truck Addons > Master Data >Viewer of weight data and Materials and click OK 4.6 Compare 4.3 and 4.5 4.1 The structure must be same 4.2 Properties window pops up 4.3 All the Weight (j0) attributes and Material attributes appear 4.4 Work part is changed 4.5 A listing window with Weight and Material data pops up 4.6 All the attributes must be same in Both environments",,
236321,"NX-LPS-005-Drawing : Check Associativity / Links to Parts, Drawing Views and other Attributes",Test objective is to validate migrated drawing associtivity / links to parts and if view update on drawing is possible .,"Test Data: # Consider any migrated drawing file # e.g. [ A4473530362 - Latest Revision , A3236578714 A3288328921 A4107553918 A0009872120 A0009872120 , A4633502838 ] Test Procedure [ Smaragd ] 2.1 Select the right type of Class in Query (eg. Part/ Assembly) 2.2 Search for the part number in Query and run the query. 2.3 Open the Part/Assembly in the Browser window using the Send To > New Browser command or the shortcut Ctrl + B . Optionally, you can also enable the Open new browser with query result checkbox under the search bar. 2.4 Right-click on the Part and select Expand > Contains Data . 2.5 Double Click on Drawing file OR Right-click Send To > 2D Viewer to open drawing i n 2D viewer. 2.6 Check for the data displayed in the drawing file. (What is data? Yet to be defined) 2.7 Drag and drop Part into the Assembly Structure window . 2.8 Click on Send Data to NX command to open this part in NX. Required drawing file should be there under part number Test Procedure [ Platon ] Role: PDM Author Group: TT Revision Rule: Latest Working or Engineering Revision Rule 3.1 Search for part in Search tab. 3.2 Click on Open to open the part 3.3 Navigate to the Overview tab 3.4 Check for the 2D drawing in preview 3.5 Note that the 2D drawing is available in preview only if it is present for the file. This can be checked in Attachments tab. 3.6 Check if all the drawing related data displayed is correct. 3.7 Click on the Information button in the top right 3.8 Search for the ID of this part in Information tab. 3.9 Click on Open in NX to o pen the part using the ID. UGPART should be available under attachment Test Procedure [ NX ] 4.1 Click on Assembly Navigator on left side. 4.2 Open the 2D Drawing file of the part number you want to view. 4.3 Check drawing and Views (reference and Projected all) 4.4 Open Interpart Link Browser , select all Parts and ""Load Selected Parts"" and check all the attributes. 4.5 See title block Information on the drawing sheet and attributes (ZGS , ..) 4.6 Check Data Sheet / Deckblatt Information( Cover Sheet is described fully, New Revision Description is available) 4.7 Check Notes : Fonts, Pattern, Lines, Arrows All drawing views should be in the up to date state Expected drawing info should be available with out any loss Pass / Fail Criteria: 5.1 Drawing views matching in each sheet in Both Platform. 5.2 Interpart Link Browser results matching in Both Platform. 5.3 Title Block data in each sheet is matching fully in Both Platform. 5.4 Cover sheet data is matching fully in Both Platform. 5.4 Inserted Notes in each sheet matching in Both Platform. All criteria should pass.",,
236329,"30.19_BuSc (195371)_Step_260_to_290- Create ARR_MT3 in NX using Messtechnik template and attach it under ARR_MT1, and create NX drawing","🚩 Objective Create Arrangement ARR_MT3 in NX and attach it under ARR_MT1 using Messtechnik Template. Create an NX Drawing in NX using ""Messtechnik Template"" and create a View of UGMaster in ARR_MT3 Save/Update ARR_MT3 to Platon in UGPart 👥 Group - Role TE - PDM Author 👾Object SAA (Component) Arrangement object 🛠 Preconditions Platon AWC is accessible and operational. A valid username and password are available for logging in. 👍 Expected Results: Arrangement ARR_MT3 is created in PLATON-NX and attached under ARR_MT1 using Messtechnik templates. NX Drawing is created in NX using ""Messtechnik Template"" and a View of UGMaster in ARR_MT3 is created. ARR_MT3 is saved to Platon in UGPart.","1. Note: This is an continuation of previous Test Case of BuSc, kindly perform all previous steps before executing this testcase
2. a. Navigate to the ARR_MT1 tab in PLATON-NX. & go to Libraries b. Go to PLATON Daimler truck libraries Measure_planning_W060 template name NX_Messplan_template Open
3. a. Navigate to Assembly Navigator File Save Save as Selected Parts. e. Click on OK
4. a. Navigate to the ARR_MT1 tab in PLATON-NX in Assembly Navigator Add Component Assemblies OK
5. Click on Save
6. a. Go to Assemblies WAVE Geometry Linker Copy threads OK
7. a. Go to Part Navigator -> Reference sets close
8. Select the geometry part View Layer Move to Layer 2 Apply
9. a. Open the Part in new tab and then select and Navigate to PMI ribbon bar Daimler truck Addons
10. Save the Part and the arrangement object ARR_MT3 using Save
11. Update the drawing for new Arrangement object (
12. Go back to the newly created Arrangement object ARR_MT3 in window, then Go to File Drafting Select Right Click Open Related Drawing
13. Go to Part Navigator
14. Save","2. The Template will be opened in the Window.
3. Arrangement Object(ARR_MT3) is created and saved from the Template.
4. Copy of Arrangement template is attached under ARR_MT1 as Assembly child ARR_MT3.
5. Changes are saved in Arrangement object ARR_MT1.
8. Layer value is selected to 2.
9. PMIs are added to the Part.
10. Changes done to the Part and assembly are saved successfully.
12. Drawing is opened in new tab
13. Drawing is updated as UGMASTER file.",
236359,NX-Drawing-Check DS/DZ Annotation,"Drawing: table drawing, connection with excel","# Any same 'Class' type available in both Smaragd and AWC can be used as Test Data # Tester must have Vault/Project access for Test data mentioned. # Eg Data - [ A6284602905 ( 0002.005 ) ] #Prerequisites: Set the session settings according to your Group, Project, and Role as a PDM Author. Test Procedure [Smaragd] 2.1 In the Query window , select the Class as Part/Assembly . 2.2 Use the Search bar to search for the part number provided in the test data ( see Step 1 (the data provided only for reference tester can use any suitable data for testing) ) 2.3 Open the Part in the Browser window using the Send To > New Browser command or the shortcut Ctrl + B . Optionally, you can also enable the Open new browser with query result checkbox under the search bar. 2.4 Right-click on the object and select Expand > Contains Data . 2.5 R ight click on Part number ->More Action->Show/Hide files below CAD objects 2.6 In browser right click on Part number ->info->Master Data sheet under Part Marking/Documentation Requirement section check Number of features DS/ Number of features DZ Attributes . 2.7 In browser right click on Part number Expand -> features-> Has DS/DZ feature -> Check DS/DZ Feature files. 2.8 Drag and drop the Part into the Assembly Structure window . 2.9 Ensure that the Hide/Show filtered elements and Show folder and data options are enabled and ensure all the checkboxes are checked for the specific arrangement. 2.10 In NX ensure that the Assembly Load options is set to Fully Load and use the Send Data to NX command to open this part in NX. Part will be loaded in Smaragd, DS/DZ features of that part will be visible/available Test Procedure [Platon] 3.1 Using the Global Search bar , search for the part number provided in the test data (see Step 1 (the data provided only for reference user can use any suitable data for testing)) . 3.2 Click on it and navigate to the Overview Tab . 3.3 Under SAFTEY AND CERTIFICATION PROPERTIES Section Check Number of features DS/ Number of features DZ Attribute. 3.4 Go to Attachment Tab Under compliance forms section check DZ/DS files. 3.5 In NX, click on file -> Open, In the Number Input Box enter the ID and click on Revision, the table tree updates here select the right Version and click OK. Part will be loaded in Platon . and Count of DS/DZ features will be available under SAFTEY AND CERTIFICATION PROPERTIES. Test Procedure [NX] 4.1 In NX Go to Assembly Navigator and Right Click on the Part number and click on Open Related Drawings. 4.2 Check DS/DZ features in Title Block . DS/DZ Count will be available Pass / Fail Criteria: 5.1 Count of DS/DZ feature should be same in both platforms. 5.2 Value in DS/DZ field in Drawing Title block should match in NX in both platforms. All criteria should pass.",,
236361,Drawing: Several Drawings in the same Part number version,All the drawing views and sheets should be available,"Test Data # Any item of Class type ' Part/Assembly Design ' available in both Smaragd and Platon and has multiple Drawing sheets can be used as Test Data # Tester must have Vault/Project access for Test data mentioned in both Platon and Smaragd # Eg Data : 1. Part Number A4107553918 Name TB FRAME SEGMENT / TRAVERSEN Type Part / Assembly Design Revision 2. Part Number ARR01040114 Name Test Drawing without Assembly-CDI Type Arrangement Test Procedure [ Smaragd ] 2.1: In the Query window , select the Class as Arrangement (Select based on the the Test Data) 2.2: Use the Search bar to search for the part number to be tested 2.3: Open the Arrangement in the Browser window using the Send To > New Browser command or the shortcut Ctrl + B . ( If Open new browser with query result checkbox is enabled then the browser opens Automatically ) 2.4: Right-click on the object and select Expand > Contains Data . 2.5: Check if the Drawing files are available under the Part. 2.6: In NX ensure that the Assembly Load options is set to Fully Load and use the Send Data to NX command to open this part in NX. 2.2. If part exist , it will appear in My Queries tab 2.6 Part should open in NX with no Errors Test Procedure [ PLATON ] Pre req - set the Session Settings i.e. Project , Group and role as per the data load (e.g : Project - No Project , Group - TT , Role - PDM Author ) 3.1 Search for part in Search tab and open it. 3.2 Navigate to the Attachments tab and Check for UGParts file under Files 3.3 Click on the Information button in the top right 3.4 Search for the ID of this part in information tab. 3.5 Click on Open in NX If using AWC within NX or Search with the Item ID ( For Migrated parts starts with ""Mig"" ) in NX to o pen the part. 3.1 The Part Exists and opens in Platon 3.2 The same Number of UGPart Dataset must be there as the Number of Drawings from Step 2.5 3.5 Part should open in NX with no Errors Test Procedure [NX] 4.1 In Platon NX Right click on the top node in Assembly Navigator and click on open related Drawing 4.2 Open each Drawing in both platform. 4.3 Check Number of Views , no of sheets for each drawing in both platform. 4.4 Check linked part in Assembly navigator and compare in both platform. 4.1 All Related Drawings opened. 4.2 Each Drawing opened in New Tab. PASS / FAIL Criteria: 5.1 Number of sheets in each Drawing file is same in both platform . 5.2 The List of all related drawing should be matching in both platform . 5.3 All the drawing views should be matching in both platform . 5.4 Structure shown in Assembly Navigator must be same in both platform . All criteria should pass.",,
236369,AM | TT_DatasetType_NoStatus_NoProject_RoleInOwningGroup,,"1. Login to Active Workspace with Non-SSO user test_user1
2. Change Group/Role /PDM-Author
3. Create/Open Access Management Primary Toolbar New-> Add
4. Go to New-> Type Geometry
5. Fill the Mandatory & other information if any and click on Add
6. Attach jt file to the newly created Geometry revision
7. Switch the user to test_user2
8. Change Group/Role /PDM-Author
9. Advance search the created Geometry Item Revision
10. Select Dataset type and click on Edit button and changed the description of Item revision
11. Select the same dataset type and perform delete from right click menu
12. Select the same dataset type and perform copy from right click menu
13. Select the same dataset type. Click on Primary Toolbar->Manage->Change Owner. Mention the user in Change Owner Panel and click on Change
14. Select the same dataset type. Click on Primary Toolbar->Manage->Project . Select the project to assign.
15. Select the same dataset type. Click on Primary Toolbar->Manage->Project . Remove dataset type from the assigned project","1. Active Workspace home page should be visible
2. Group/Role should get changed
3. Add Task Panel
4. Task Panel Geometry
5. Geometry
6. jt file should be attached
7. test_user2 is logged in
8. Group/Role should get changed
9. Geometry item revision and attached Dataset type should be visible.
10. User should be able to edit the Dataset type
11. User should not be allowed to delete the dataset type
12. User should be able to copy the dataset type
13. User should not be allowed to change the owner
14. User should be able to assign the dataset type to the project
15. User should not be able to remove dataset type from the project.",
236379,AM | TT_DatasetType_NoStatus_NoProject_GroupTT,,"1. Login to Active Workspace with Non-SSO user test_user1
2. Change Group/Role /PDM-Author
3. Create/Open Access Management Primary Toolbar New-> Add
4. Go to New-> Type Geometry
5. Fill the Mandatory & other information if any and click on Add
6. Attach jt file to the newly created Geometry revision
7. Switch the user to test_user2
8. Change Group/Role /Viewer
9. Advance search the created Geometry Item Revision
10. Select Dataset type and click on Edit button and changed the description of Item revision
11. Select the same dataset type and perform delete from right click menu
12. Select the same dataset type and perform copy from right click menu
13. Select the same dataset type. Click on Primary Toolbar->Manage->Change Owner. Mention the user in Change Owner Panel and click on Change
14. Select the same dataset type. Click on Primary Toolbar->Manage->Project . Select the project to assign.
15. Select the same dataset type. Click on Primary Toolbar->Manage->Project . Remove dataset type from the assigned project","1. Active Workspace home page should be visible
2. Group/Role should get changed
3. Add Task Panel
4. Task Panel Geometry
5. Geometry
6. jt file should be attached
7. test_user2 is logged in
8. Group/Role should get changed
9. Geometry item revision and attached Dataset type should be visible.
10. User should be able to edit the Dataset type
11. User should not be allowed to delete the dataset type
12. User should be able to copy the dataset type
13. User should not be allowed to change the owner
14. User should be able to assign the dataset type to the project
15. User should not be able to remove dataset type from the project.",
236391,AM | TT_DatasetType_NoStatus_NoProject_GroupswithSecurity_Internal,,"1. Login to Active Workspace with Non-SSO user test_user1
2. Change Group/Role /PDM-Author
3. Create/Open Access Management Primary Toolbar New-> Add
4. Go to New-> Type Geometry
5. Fill the Mandatory & other information if any and click on Add
6. Attach jt file to the newly created Geometry revision
7. Switch the user to test_user2
8. Change Group/Role BUS /PDM-Author
9. Advance search the created Geometry Item revision/Dataset Type","1. Active Workspace home page should be visible
2. Group/Role should get changed
3. Add Task Panel
4. Task Panel Geometry
5. Geometry
6. jt file should be attached
7. test_user2 is logged in
8. Group/Role should get changed
9. Geometry item revision/Dataset type should not be visible.",
236394,AM | TT_DatasetType_NoStatus_NoProject_OwningUser,,"1. Login to Active Workspace with Non-SSO user test_user1
2. Change Group/Role /PDM-Author
3. Create/Open Access Management Primary Toolbar New-> Add
4. Go to New-> Type Geometry
5. Fill the Mandatory & other information if any and click on Add
6. Attach jt file to the newly created Geometry revision
7. Advance search the created Geometry Item Revision
8. Click on Edit button and changed the description of Dataset Type
9. Select the same Dataset and perform copy from right click menu
10. Select the same item revision. Click on Primary Toolbar->Manage->Change Owner. Mention the user in Change Owner Panel (test_user2) and click on Change
11. Switch the user to test_user2
12. Change Group/Role /PDM-Author
13. Advance search the created Geometry
14. Select the Dataset Type and perform delete from right click menu","1. Active Workspace home page should be visible
2. Group/Role should get changed
3. Add Task Panel
4. Task Panel Geometry
5. Geometry
6. jt file should be attached
7. Geometry item revision and attached Dataset Type should be visible.
8. User should be able to edit the Dataset Type
9. User should be able to copy the Dataset
10. User should be able to change the owner
11. test_user2 is logged in
12. Group/Role should get changed
13. Geometry item revision and attached Dataset Type should be visible.
14. User should be able to delete the Dataset Type",
236404,"05.71/B_BuSc (234151)_Step_10_to_60- Import the Structure from 4D Workplace to NX through Toolkit, modify position of Part and save back transformation to 4D Workplace.",Step No. Step Name BP Task Participant Additional Information 10 Activate NX Addon Load Prepared DMU Model PDM Author in NX 20 Search and filter structure Load Prepared DMU Model PDM Author in 4D WP 30 Send structure + JTs to NX Load Prepared DMU Model PDM Author in 4D WP 40 Load components based on inputs from 4D WP Load Prepared DMU Model System NX DMU Toolkit,"Open SAFIRA 4D-WP interface. In that add required project by clicking on “Load data into session” . Select the required Project in ""Vasamm Project Selection"" tab ""Vasamm Project Selection"" tab opens Under ""Search"" tab click on the “ New Folder ” button and if required rename the new folder. A new folder is displayed Mark the folder where to define a new search and click on the New Search button. Select the required Baumuster from “Project and Context Setting” tab by clicking Ctrl + Left Mouse Button. Selected Baumuster appears in “Search Definition” tab Set the coderules "" ; "" and date as per requirement. (Optional)Creating a filter: -In the “ Searches ” tab, click on the arrow button and then select the function “New parameter –> Filter” -In the “Product structure” tab, mark the elements which need to be integrated in the filter. -After creating the filter, assign the filter to search to do this place the filter in the search by means of drag and drop as soon as we have marked the search we can see the filter in the search definition tag together with the previously created search parameters. Click on ""Preview Search"" and then ""Executive search"" get the Searched structure detail as 'Result' in ""Searches"" tab Select 'Result' and click on ""Show in Jt viewer"" Structure will be visualized in JT viewer within Safira-4D WP. In NX, go to Daimler Truck Addons -> Vehicle ->Truck DMU Tools -> Connect 4D WP . Run the Connect 4D WP tool Select any one of the one component ->click on ""Cross Selection"" In Temp folder a log text file is created where portal status is mentioned as ""Port 4557 successfully opened for 4DWP connect."" In SAFIRA 4D WP click on “Show in NX ” button Structure will load from SAFIRA 4D-WP to NX To modify the Object position, - In NX, g o to Daimler Truck Addons -> Vehicle ->Truck DMU Tools -> Change Location . -Click on Edit Transformation and Select Object to be moved . -Provide the necessary parameters (objects x, y, z position and respective orientation) and Click OK . ( NOTE : Use the Copy Transformation option to move the object to the loaded object's position ) Object / Part Position Changed To save the modified object position to SAFIRA 4D WP. Go to Daimler Truck Addons -> Vehicle ->Truck DMU Tools -> Send Tranfo . An information window appears, detailing Data sent to 4D-WP and in temp folder NX2CE_Trnafo text file is created.",,
236442,Export NX assembly items from PLATON,,"1. Open NX and Click on File --> Export Assembly From Teamcenter
2. Select any Assembly from PLATON
3. Click OK and navigate to the folder where the part is exported","1. Export Assembly from Teamcenter is available
2. Assembly and its components are available in the dialog. Final Name column has the output file name in the format _ .prt
3. Files have the file name in the format shown above",
236533,NFT - Performance test for [BuSc] 05.23 - Loading the structure to Integrated viewer,🚩 Objective ​... 👥 Role 👾Object​ ✔/ ❌ / ➖ Previous Test case ✔/ ❌ / ➖ Test Data ​ 🛠 Preconditions ​ 👍​ Expected Results ...,Login to Platon AWC with a valid Username and Password (PDM-Author) User login successful a. Use Global Search & Find existing Product Structure (## Structure name) b. Open the Revision & Navigate to content tab . Product Structure is displayed in Work area From Header information select the Revision dropdown. Select required Revision Rule from the dropdown. Verify that Product structure is configured with accordance to selected Revision rule. Select 'Atleast Engineering(Test) ' revision rule from the dropdown Revision rules are displayed at the dropdown (Optional)Apply Saved Milestone to the product structure. From Header information select the Milestone dropdown . Select required Milestone from the dropdown Apply Saved Variant Rules to the product structure. From Header information select the Variant ( DMH47X - #D3QL_D471957) dropdown. Select required Saved Variant Rule from the dropdown. Verify that Product structure is configured with accordance to selected Variant Select T op Node -> Navigate content tab in UI ( to open the structure in Integrated 3D viewer) Structure is fully loaded ( capture the time taken to load to compare the benchmark values from Smaragd) Click on the top node and change & right side tab change from details view to 3D view Capture the time taken to load the complete Structure to compare the benchmark values from Smaragd,,
236539,21.01_Step_60_Business_Scenario (184587) _Modify assigned Objects in NX,🚩 Objective The objective of this test case is to modify the Assigned object Revision. 👥 Role PDM-Author 👾Object​ LPS Revision 🛠 Preconditions User Should have access to NX 👍​ Expected Results Design Revision is modified as per requirement.,"Login to NX managed mode with valid credentials Ex: TT/PDM-Author User login to NX Managed mode is successful Switch to Integrated Active Workspace from NX User is now in AWC Search & open the same virtual ECO ECO Opened Open the LPS Revision added as Solution Item which needs to be modified LPS Revision Opened Checkout the Design revision by clicking on; - ""More Commands (...)->Edit->Check Out"" Design revision is checked out Send Design revision to NX by using Open->Open in NX command from top right corner. Design revision is successfully opened in NX Select the top Assembly Structure & switch to Assemblies menu. Assemblies' menu opened successfully Adding New Components (Reference Part) to Assembly structure a. Click on New Component button b. Select Template as Modeling c. In Name & Attributes select Item Type as Geometry d. Provide required information in Name & Attributes Section by double clicking in the Value field e. Select appropriate Folder and then click OK button Note: - This step is optional Geometry is added as per requirement Click on File-> New-> Save All Object saved successfully Modify Geometry (if needed):- Select Geometry which you want to modify. For e.g. adding block follow below steps: - a. Go to Home-> More->Block b. Provide inputs to the Block Parameter Selection Window & click 'Ok' c. Modify added block as per requirement (e.g. apply Face Blend etc.) d. Also Assign material to 3D geometry by using OOTB option (Tools tab -> Assign Material if required. Note: - This is Optional step , if user want to modify geometry as per the requirement he can do accordingly Geometry modified as per requirement Click on File-> New-> Save Object saved successfully In Integrated Active Workspace Open the Design revision & click on ""More Commands (3 dot)->Edit->Check-in"" Revision is checked in",,
